time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_equalize_cost,air_post_process_cost,air_deferred_airs_cost,air_hotspot_count,air_network_count,air_delta_count,air_deferred_airs_count,air_high_pressure_turfs,air_low_pressure_turfs,air_gasmix_count,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
127,1,0,0,0,0,0.261017,5,0,0,0,0,0,0,0,0,0,,0,47,0,0,0,0,0.0178163,132,0.0042985,132,0.0133673,132,0.0001428,132,0.0051937,132,3.53e-005,132,0.0004259,11,6.61e-005,16,0.0046408,132,0.0003514,132,0.0002117,132,0.0002203,1,0.0008631,26,6.6e-005,131,0.0013886,132,0.0001136,132,0.0012984,132,4.55e-005,132,1.57e-005,132,0.0001474,132,0.000537,132,0.0006407,132,3696,132
226.5,1,3.51759,1.05528,0.211055,0.0211055,0.20329,1,1.11901,0,2.15611,0.00527331,0,0.742495,0,1.1914,0.011259,0.00483375,0,49,206,0,226,53,0.040232,331,0.0062679,331,0.0335725,331,0.0003699,331,0.0116719,331,9.94e-005,331,0.0005216,25,0.0001668,41,0.0108131,331,0.0009542,331,0.0006027,331,0.0002203,1,0.0009378,28,0.0001646,330,0.0039055,331,0.0002466,331,0.0034279,331,0.0001201,331,4.61e-005,331,0.0004231,331,0.001521,331,0.001778,331,9268,331
326.5,1,0,0.738693,0.316583,0.0506533,0.19428,1,0.922231,0,2.29729,0.00500716,0,0.840374,0,0.842207,0.00463341,0.00484044,0,49,262,0,267,52,0.0625138,531,0.0065157,531,0.0553342,531,0.0006275,531,0.0186503,531,0.0001653,531,0.0006119,37,0.0002817,66,0.0174743,531,0.0016056,531,0.0010152,531,0.0002203,1,0.0009378,28,0.0002736,530,0.0065936,531,0.0003917,531,0.0058308,531,0.0002062,531,7.85e-005,531,0.0007114,531,0.0025829,531,0.0029982,531,14868,531
426.5,1,0,0.517085,0.356683,0.0812563,0.194618,1,1.11885,0,1.96234,0.00495742,0,0.700751,0,0.998181,5.34196e-005,0.0043087,0,49,246,0,301,50,0.083214,731,0.0067793,731,0.0755308,731,0.0008531,731,0.0249204,731,0.000223,731,0.0006957,50,0.0003984,91,0.0234429,731,0.0021954,731,0.0014007,731,0.0002203,1,0.0009378,28,0.0003718,730,0.0090688,731,0.0005197,731,0.007895,731,0.0002802,731,0.0001082,731,0.0010049,731,0.0035428,731,0.0041149,731,20468,731
526.5,1,0,0.36196,0.357739,0.108905,0.198979,1,1.1214,0,1.99322,0.00614135,0,0.735173,0,0.999979,6.15886e-007,0.00447021,0,49,246,0,310,48,0.105337,931,0.0070374,931,0.0971428,931,0.0010904,931,0.0317228,931,0.0002856,931,0.0007702,62,0.0005101,116,0.0299517,931,0.0028261,931,0.0018034,931,0.0002203,1,0.0009378,28,0.0004758,930,0.0117872,931,0.0006564,931,0.0101701,931,0.0003605,931,0.0001394,931,0.0012887,931,0.0046519,931,0.0053208,931,26068,931
626.5,1,1,0.553372,0.396865,0.137701,0.224691,1,1.11586,0,2.07619,0.00471303,0,0.771948,0,1,7.10068e-009,0.00449426,0,49,246,0,317,46,0.126635,1131,0.0072755,1131,0.117949,1131,0.0013226,1131,0.0384815,1131,0.0003477,1131,0.0009607,77,0.0006226,141,0.0362974,1131,0.0034102,1131,0.0021884,1131,0.0002203,1,0.0009378,28,0.00058,1130,0.0145937,1131,0.0007911,1131,0.0122735,1131,0.0004319,1131,0.000168,1131,0.0016363,1131,0.0058453,1131,0.0064702,1131,32332,1131
726.5,1,0,0.38736,0.394964,0.163427,0.212265,1,1.12102,0,1.96839,0.00536628,0,0.777659,0,0.995496,8.18653e-011,0.00417685,0,49,231,0,325,46,0.14802,1331,0.0075121,1331,0.138849,1331,0.0015555,1331,0.0452855,1331,0.0004116,1331,0.0011573,92,0.0007194,166,0.0427021,1331,0.0040096,1331,0.0025791,1331,0.0002203,1,0.0009378,28,0.000679,1330,0.0174223,1331,0.0009301,1331,0.0143934,1331,0.0005048,1331,0.0001988,1331,0.0019992,1331,0.0070661,1331,0.0076068,1331,38732,1331
826.5,1,0,0.271152,0.370202,0.184104,0.210132,1,1.11842,0,1.91665,0.00469321,0,0.734524,0,0.731185,9.43843e-013,0.00466969,0,49,231,0,328,46,0.169488,1531,0.0077461,1531,0.159834,1531,0.001789,1531,0.0521172,1531,0.0004755,1531,0.0012658,105,0.0008272,191,0.0492111,1531,0.0046238,1531,0.0029737,1531,0.0002203,1,0.0009378,28,0.0007879,1530,0.0202895,1531,0.001059,1531,0.0165617,1531,0.000581,1531,0.0002264,1531,0.0023674,1531,0.0083013,1531,0.0087623,1531,45132,1531
926.5,1,0,0.189807,0.334123,0.199106,0.208821,1,1.11928,0,1.79556,0.00493148,0,0.687377,0,0.996901,1.08818e-014,0.00389378,0,49,231,0,325,46,0.19047,1731,0.0079846,1731,0.180325,1731,0.0020245,1731,0.058799,1731,0.0005375,1731,0.0013705,119,0.0009322,216,0.0555796,1731,0.0052426,1731,0.0033645,1731,0.0002203,1,0.0009378,28,0.0008889,1730,0.0230856,1731,0.0011862,1731,0.0186629,1731,0.0006536,1731,0.0002576,1731,0.0027102,1731,0.0095163,1731,0.0098915,1731,51532,1731
1026.5,1,0,0.132865,0.293871,0.208583,0.206741,1,1.11968,0,2.01136,0.00557788,0,0.785699,0,0.999964,1.25458e-016,0.00473471,0,49,221,0,320,46,0.212596,1931,0.0082378,1931,0.201948,1931,0.0022591,1931,0.0660143,1931,0.0006034,1931,0.0017555,136,0.0010495,241,0.0621824,1931,0.0058419,1931,0.003766,1931,0.0002203,1,0.0009378,28,0.0009905,1930,0.0259734,1931,0.0013449,1931,0.0208754,1931,0.0007311,1931,0.0002873,1931,0.0030777,1931,0.0107552,1931,0.0110604,1931,57932,1931
1126.5,1,0,0.0930052,0.253698,0.213094,0.227693,1,1.1193,0,2.19607,0.0046249,0,0.931789,0,0.804503,1.44644e-018,0.00504122,0,49,216,0,314,46,0.234269,2131,0.0084649,2131,0.223141,2131,0.0024966,2131,0.0731328,2131,0.0006638,2131,0.0022245,153,0.0011569,266,0.0685941,2131,0.006431,2131,0.0041578,2131,0.0002203,1,0.0009378,28,0.001098,2130,0.0288099,2131,0.0015137,2131,0.0229591,2131,0.0008084,2131,0.0003165,2131,0.0034282,2131,0.0119609,2131,0.0122302,2131,64332,2131
1226.5,1,0,0.0651036,0.215979,0.213383,0.203741,1,1.29886,0,2.10058,0.00489692,0,0.83817,0,0.862709,1.66763e-020,0.00495957,0,49,215,0,297,46,0.256128,2331,0.0086953,2331,0.244523,2331,0.0027285,2331,0.0802235,2331,0.0007323,2331,0.0023868,167,0.0012714,291,0.0752915,2331,0.0070398,2331,0.0045613,2331,0.0002203,1,0.0009378,28,0.0012047,2330,0.0317325,2331,0.0016571,2331,0.025232,2331,0.000889,2331,0.0003482,2331,0.0037989,2331,0.0132251,2331,0.0134019,2331,70732,2331
1326.5,1,0,0.0455725,0.181898,0.210234,0.220332,1,1.08503,0,1.84368,0.00479306,0,0.791477,0,0.838417,1.92265e-022,0.00470378,0,49,215,0,289,46,0.278701,2531,0.0089321,2531,0.266587,2531,0.0029845,2531,0.0874442,2531,0.0008032,2531,0.002504,180,0.0013793,316,0.0821711,2531,0.0076624,2531,0.0049912,2531,0.0002203,1,0.0009378,28,0.0013152,2530,0.0347756,2531,0.0017933,2531,0.0275223,2531,0.000971,2531,0.0003807,2531,0.0041875,2531,0.0145313,2531,0.0146288,2531,77132,2531
1426.5,1,0,0.0319008,0.151898,0.204401,0.216572,1,1.03694,0,1.77275,0.0045094,0,0.738458,0,0.870137,2.21666e-024,0.00397446,0,49,213,0,295,46,0.300229,2731,0.0091606,2731,0.287639,2731,0.0032145,2731,0.0945131,2731,0.0008732,2731,0.0026321,194,0.0014968,341,0.0888839,2731,0.0082541,2731,0.005422,2731,0.0002203,1,0.0009378,28,0.0014178,2730,0.0377874,2731,0.0019242,2731,0.0297301,2731,0.0010495,2731,0.0004126,2731,0.004564,2731,0.0158535,2731,0.01583,2731,83532,2731
1526.5,1,0,0.0223305,0.125985,0.196559,0.216583,1,1.17388,0,1.7598,0.00562086,0,0.738187,0,0.94157,0.0056295,0.00423696,0,49,210,0,287,46,0.322773,2931,0.0094183,2931,0.30965,2931,0.0034741,2931,0.101699,2931,0.0009467,2931,0.0027333,206,0.0016093,366,0.095737,2931,0.0088721,2931,0.0058276,2931,0.0002203,1,0.0009378,28,0.0015242,2930,0.0407913,2931,0.0020618,2931,0.0320631,2931,0.0011329,2931,0.0004454,2931,0.0049357,2931,0.0171545,2931,0.0170411,2931,89932,2931
1626.5,1,0,0.0156314,0.103914,0.187295,0.228759,1,1.13656,0,1.99397,0.00545267,0,0.840274,0,1.03288,6.49038e-005,0.00430859,0,49,207,0,277,46,0.344265,3131,0.0096451,3131,0.330666,3131,0.0037115,3131,0.10847,3131,0.0010163,3131,0.0028441,220,0.0017139,391,0.102178,3131,0.009451,3131,0.0062205,3131,0.0002203,1,0.0009378,28,0.0016304,3130,0.0436618,3131,0.002195,3131,0.0341902,3131,0.0012089,3131,0.0004752,3131,0.0052884,3131,0.0184027,3131,0.0181995,3131,96332,3131
1726.5,1,0,0.010942,0.0853197,0.177097,0.198857,1,1.11577,0,1.74869,0.00529125,0,0.736028,0,0.952061,7.4829e-007,0.00471657,0,49,205,0,279,46,0.366696,3331,0.009877,3331,0.352608,3331,0.0039518,3331,0.115586,3331,0.0010873,3331,0.0029505,234,0.0018295,416,0.108959,3331,0.010064,3331,0.0066324,3331,0.0002203,1,0.0009378,28,0.001735,3330,0.0466614,3331,0.0023349,3331,0.0364621,3331,0.0012873,3331,0.0005061,3331,0.0056681,3331,0.0197012,3331,0.0194061,3331,102732,3331
1826.5,1,0,0.00765938,0.0697877,0.166366,0.271043,1,0.996341,0,1.75924,0.0053508,0,0.750897,0,0.830651,8.6272e-009,0.00483694,0,49,204,0,266,46,0.389382,3531,0.0101192,3531,0.374773,3531,0.0042169,3531,0.122889,3531,0.0011571,3531,0.0032492,250,0.001943,441,0.115735,3531,0.0106843,3531,0.0070344,3531,0.0002203,1,0.0009378,28,0.0018502,3530,0.0496504,3531,0.002501,3531,0.0387053,3531,0.0013674,3531,0.0005377,3531,0.0060448,3531,0.020995,3531,0.0206114,3531,109132,3531
1926.5,1,0,0.00536156,0.0569024,0.15542,0.195352,1,0.99017,0,1.85824,0.00442085,0,0.795278,0,0.72793,9.94648e-011,0.00467433,0,49,203,0,261,46,0.411109,3731,0.0103466,3731,0.396027,3731,0.004447,3731,0.129999,3731,0.0012234,3731,0.0035169,264,0.0020477,466,0.122363,3731,0.0112863,3731,0.0074365,3731,0.0002203,1,0.0009378,28,0.0019524,3730,0.0525613,3731,0.0026445,3731,0.0409348,3731,0.0014428,3731,0.0005717,3731,0.0064065,3731,0.0222205,3731,0.0218214,3731,115532,3731
2026.5,1,0,0.00375309,0.0462726,0.144505,0.197358,1,1.09678,0,1.9116,0.00479099,0,0.8089,0,0.807452,1.14675e-012,0.00461332,0,49,202,0,254,46,0.432758,3931,0.010591,3931,0.417184,3931,0.0046808,3931,0.137036,3931,0.0012883,3931,0.0037137,280,0.0021498,491,0.128992,3931,0.0118855,3931,0.0078375,3931,0.0002203,1,0.0009378,28,0.0020666,3930,0.0554973,3931,0.0027935,3931,0.0431379,3931,0.0015185,3931,0.0006008,3931,0.0067692,3931,0.023523,3931,0.0229815,3931,121932,3931
2126.5,1,0,0.00262717,0.0375435,0.133809,0.204582,1,1.11087,0,1.62413,0.00440334,0,0.743273,0,0.792151,1.32212e-014,0.00423214,0,49,194,0,253,46,0.453759,4131,0.0108138,4131,0.437731,4131,0.0048983,4131,0.143751,4131,0.0013608,4131,0.0038981,295,0.0022526,516,0.135307,4131,0.0124732,4131,0.0082213,4131,0.0002203,1,0.0009378,28,0.0021647,4130,0.058288,4131,0.0029369,4131,0.0452163,4131,0.0015922,4131,0.0006283,4131,0.0071225,4131,0.0247218,4131,0.0241122,4131,128332,4131
